Column1;Column2;Column3
@sittihartina1987;Syukur Alhamdulillah terbaaaaaaiiiik bpk presiden RI salam hormat sehat dan sukses selalu dalam lindungan Allah SWT dcintai dan disayangi dseluruh dunia. 😂💯❤️🇮🇩;1 hari yang lalu
@MawardiAli-h1s;Presiden RI selamanya yang berpengalaman;1 hari yang lalu
@umimohsukra3;Alhamdulillah Ya Allah ❤🇮🇩;1 hari yang lalu
@adinugraha5601;konpirasi ini mah kwk;1 hari yang lalu
@SusiloSTMM;Inilah sosok presiden yg sangat luar biasa. Bpk❤❤❤❤;1 hari yang lalu
@HAhmadUsmankemal;Yes good luck 🎉 I like this ❤❤❤❤❤❤❤;1 hari yang lalu
@KencetDengklang;Sebaik apapun pro n kontra tetap ada, klau tdk y...g ada ilmu sosiologi, phykologi;1 hari yang lalu
@Puni_puni14;Populer dr mananya ya 😂;1 hari yang lalu
@ralphalbi3511;ok;1 hari yang lalu
@sriwatimadjid9490;Tdk suka publitas ..tdk pencintraan..mode senyap..tapi...kerjax dirasakan masyarakat ..menyala Bpkq❤❤;1 hari yang lalu
@wahyudichannel01;"Nah Lo darimananya indonesia gelap..
Ini fakta G20 ayolah kita berjuang bersama untuk menyejahterakan bersama pemimpin"" kita yg peduli dengan negaranya dan masyarakat miskin..
🇮🇩❤️🇵🇸";1 hari yang lalu
@fauzansatrio251;Dr 88 trun jd 81% bln lalu. Mknya aneh klo ada yg nyinyir di medsos itu buzzer oposisii bnyk yg nongol. Giliran di survei 81% crazy;1 hari yang lalu
@WiYanto-dy4jy;Bahasa inggris sangat bagus. SEMANGAT PRESIDENKU MAJU TERUS PERJUANGANMU. KAMI WONG CILIK MENDUKUNGMU.;1 hari yang lalu
@armandanasution-ty6qb;Lah untung nya buat saya apa;1 hari yang lalu
@jomblorider4319;Bang hendri tolong jaga presiden prabowo agar tegak lurus ke rakyat;1 hari yang lalu
@sudjitodjarkkoni5293;Kita sbg bangsa ind nggak pernah mau mengaca diri... Sukanya dibombong orang lain... Pdhl rakyatnya banyak yg kelaparan.. Kita nggak pernah mau belajar melihat dirinya sendiri... Bangga kku ada negara lain menyanjung nyanjung;1 hari yang lalu
@alifdwi4546;Mantaaap,,..👍👍 IniLah Presiden Republik Indonesia Putra Terbaik Saat Ini ,,..Sungguh Luar Biasa Presiden RI. Jenderal H.PRABOWO SUBIANTO,,..👍👍,,..Rakyat Indonesia Harus Merasa Bangga MempuNyai Presiden RI Saat Ini,,..👍👍,,..Jenderal H.PRABOWO SUBIANTO menjunjung Tinggi & Martabat Bangsa Indonesia,,..👍👍;1 hari yang lalu
@sukabumiye;...Popular at the wrong reason...ur MBG is just the beginning of our failure...😁😁;1 hari yang lalu
@FathurRosi-q6v;Baru enam bulan 😊masih;21 jam yang lalu
@Andry-v7t;👍👍😂;21 jam yang lalu
@arsep1311;Berarti kemarin yg bilang mulyono pemimpin no 3 terkorup di dunia jg konspirasi jg?😂;1 hari yang lalu
@JunaidiJunaidi-z7g;Iya juga  kalau KDM masuk akal;1 hari yang lalu
@arsep1311;Lah ini kan menurut reuters ya. Buat anak abah gak boleh iri😂;1 hari yang lalu
@hotbeat7228;​@arsep1311 ngga ada tuh beritanya di media luar.. yang ada berita reuters lama tanggal 19 januari 2025 tentang 100 hari Prabowo menjabat. 🙄;23 jam yang lalu
@Puni_puni14;"@arsep1311 dari negara mana itu survey nya? Sumbernya dari mana? Populer katagorinya dari apa?
Kalau soal populer di kalangan masyarakat dunia kemungkinan pasti trump no 1, masyarakat negara lain aja banyak yg gak tau indonesia apalagi presidennya.
Kalo yg di survey org indo yaiyalah pasti terpopuler mau presidennya komeng jg pasti terpopular.
Btw gw pendukung KDM bukan anak abah kadal gurun 🤭";23 jam yang lalu
@arsep1311;@Puni_puni14 jelas kadal gurun t3ndang ke yemens 🤣;23 jam yang lalu
@Puni_puni14;@arsep1311 tendang bro gw dukung, sekalian sama wowo kang joget omon-omon dan wakilnya blimbing sayur 🤣;23 jam yang lalu
@TheFitsan;@Puni_puni14 sakit hatinya udah aku banget ya? ga bisa disembuhin lagi mbak?;22 jam yang lalu
@Puni_puni14; @TheFitsan  sakit hati krna apa?;22 jam yang lalu
@TheFitsan;@ Buktinya orang lagi dapat kabar gembira, elu malah sinis, iri tanda ga mampu kasihan.;22 jam yang lalu
@rivaikarim319;baru 3 minggu menjabat, sudah diundang raja charles inggris. padahal kita tau kerajaan inggris ini paling ketat protokolernya, pasti msyrakat inggris heran kok bisa? dijadikan tamu kehormatan di kemerdekaan india, disopiri raja yordania, disambut heboh di turkey, bakal diundang di parade rusia dll.. belum pidato2nya diluar negeri;20 jam yang lalu
@Puni_puni14;" @rivaikarim319  jelas indonesia negara SDA melimpah, mineral,batu bara,minyak dll.
Di tambah warisan soekarno pendiri negara non-block.
Siapa yg gak menganggap indonesia mitra penting, biarpun komeng presiden nya juga di sediain red carpet pasti klo dateng.
Masalahnya dijilat dan di bikin dungu itu 11-12.
Apa jadinya kalo negara konoha pinter² bisa buat mobil,pesawat,jet,nuklir semua bahannya kita punya?
Ancur negara² maju kita yg punya populasi besar jika mandiri sedangkan mereka mengharapkan kita beli pesawat,kereta cepat dll dari mereka.
Padahal bahan dari kita.
Kan sejarah mengajarkan demikian, Bj.Habibie yg berhasil mengembangkan sistem tekhnologi penerbangan lalu sama amerika di buat krisis dan memaksa menghentikan perkembangan tekhnologi di indonesia, tp tetep aja walaupun amerika dalangnya tp kalo presiden indo dateng ke amerika bakal disambut bener², wong uang nya di indonesia kok.
Ini kan udah sistem gaya baru neo kolonialisme di era skrg.

Coba itu gmna gak penting bgt gak tuh indonesia, politik ini bos bukan sinetron teman tapi mesra 🤭";20 jam yang lalu
@Puni_puni14;"Kira² IQ78 pada paham gak yah?
Maksudnya mineral salah satunya logam spt besi,tembaga,emas dll
Kita ekspor mentah murah, kita impor barang jadi spt mobil dll sangat mahal.

Makanya IQ78 kalo liat presiden indo dateng kmna² di sambut meriah jgn heran, jgn salto-salto dan overproud.
Pantesan negara ini sering jadi bahan tertawaan dunia.
Sudah gak heran bagi org luar negri melihat indonesia gampang disuap,overproud,dan gampang dikadali.";20 jam yang lalu
@arsep1311;Indonesia gelap hanya buat anak abah aja gaesss😂. Kemarin 24% kan skr turun 19%;1 hari yang lalu
@abujonal1;Gelap itu otak mereka yg gelap😂😂😂;22 jam yang lalu
@arsep1311;Gak ada untungnya buat anak abah😂;1 hari yang lalu
@arsep1311;Rakyat mana yg kelaparan? Lu lapar?;1 hari yang lalu
@ismadiher151;RAKYAT GAK SALAH PILIH..;1 hari yang lalu
@rudytuanany9778;Indonesia harus menjadi negara maju;1 hari yang lalu
@mahyudinsaleh6710;mantap;1 hari yang lalu
@BruneiBrunei-nb5us;"Kejahatan wiwi ,wowo ,luhut dr sept 2019  hgga hr ini ; jutaan kasus bsr .";1 hari yang lalu
@sudjitodjarkkoni5293;Media meanstream sudah tidak diminati lagi... Katena beritanya begitu begitu saja... Cenderung tidak fair;1 hari yang lalu
@riant_chanel;Alhamdulillah, ga kayak Mulyono ijazah aja ga jelas, suruh nunjukin malah menjarain orang 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂;1 hari yang lalu
@fauzi3078;Sederhana tapi bikin anak abah yaman kepanasan;1 hari yang lalu
@basukijoggo8654;Hati2 pk prabowo!!!tetap wspada..;1 hari yang lalu
@teguhsantoso2828;"MANTAP.. PRESIDEN PRABOWO
KAMI RAKYAT SANGAT BANGGA";1 hari yang lalu
@SuperJIPANK;"Prabowo diharapkan bisa membawa investor Hongkong dan Kremlin juga bisa melibatkan Agung sidayu grup sebagai taipan properties yang sudah mapan untuk mengembangkan BATAM untuk menjadi Mesin Ekonomi Baru 
Jadikan BATAM sebagai DUBAI/HONGKONG bersaing sengit dengan Singapura 
BATAM bisa di perlebar Daratannya tanpa Batas seperti halnya expansi Daratan Singapura.";1 hari yang lalu
@akuanakdesa885;Sehat selalu Bapak Presiden, semoga segala urusan Negara dimudahkan Oleh Allah SWT.;1 hari yang lalu
@RadennBrotoseno;Jendral TNI Tak Perlu Di Ragukan Kecintaanya Untuk Ibu Pertiwi❤ Bahkan Dunia❤;1 hari yang lalu
@funandlearningm;Cek kesehatan gratis?, BPJS saja belum jalan, Mau belajar belajar dari Taiwan bagaimana menaganni maslah kesehatan, Punya dubes tapi gak kerja, sebenarnya dubes memiliki peranan penting bagaimana menyerap ilmu untuk memajuan negara sendiri;1 hari yang lalu (diedit)
@aghniabatikfashion6782;Sehat sellu bapk h prabowo persiden yg d cintai rakyat indonesia;1 hari yang lalu
@heningwulandarikadarsih2505;Alhamdulillah tetep yang terbaik untuk Bapak Prabowo Subianto. Sukses selalu untuk kesejahteraan seluruh rakyat Indonesia aamiin yaa robbal alamin 🤲🏻🤲🏻;1 hari yang lalu
@Sendirosmiadi;Sependapat sama Bang Hensa, masyarakat masih berharap ke pak prabowo sebagai presiden. Kami rakyat sangat ingin ada perbaikan di negara ini, kami menunggu pak prabowo buat gebrakan untuk perbaiki nasib kami;1 hari yang lalu
@FathurRosi-q6v;Alhamdulillah,baru enam bulan menjadi presiden sudah mendapatkan kepercayaan DUNIA,😊😊😊😊, SELAMAT YA PAK ATAS KEPERCAYAAN YG DIDAPAT ,,((SMOGA SEHAT SELALU));1 hari yang lalu
@funandlearningm;Masalh di Indonesia selesaikan dulu, negara lain karena mereka ingin focus kerja untuk masyarkatanya;1 hari yang lalu
@rafiahpelawa4517;Masya allah❤❤;1 hari yang lalu
@HadiIlham-h7o;G20 hanya untuk para pemimpin yg memiliki kinerja yg positif.;1 hari yang lalu
@HamlaniAbdullah-h8k;Semoga succes para pemimpin indonesia maju sepanjang masa;1 hari yang lalu
@abidalfarizi5201;Duh SDM jongkok, negara lain lagi ketar ketir dengan tarif trump dan QRIS dan ekonomi kita lg mau di obok obok Amrik ini kau malah sibuk ngurus ijasah jokowi palsu atau asli. 🤣;1 hari yang lalu
@darahnkri1173;"Kata Almarhum Gus Dur..
Kalo orang yg paling IKHLAS kpd Rakyat Indonesia itu Prabowo + Prabowo akan jd Presiden RI di masa Tua ☝️🇮🇩

Kata Panda Nababan Prabowo satu2 ny Presiden RI yg tanpa campur tangan 9 Naga oligarki Krn biaya nyapres sendiri + di bantu adik dan kluarga ny yg TRILIUNER .. maka nya Prabowo GALAK tdk ada yg berani DIKTE ✊💪🇮🇩

Di Republik ini tdk ada yg bisa men DIKTE sang PATRIOT sejati lebih TNI dr bnyak TNI purn Panglima Komando Strategi Angkatan Darat dan Purn Komandan Jenderal Kopassus Presiden RI ke 8 Haji Prabowo Subianto trsbut ✊💪🇮🇩

Tercatat dlm Sejarah Republik ini Prabowo berkali2 pertaruhkan NYAWA hingga Bbrp x hmpir TERB*NUH ketika di kepung Fretelin bkn hnya PETENTANG PETENTENG di blkg tp angkat senjata di GARDA terdepan demi MERAH PUTIH ❤🇮🇩✊💪

Prabowo bkn level2 gubernur.. beliau jauh lbh UNGGUL dr smua LINI 
Prabowo Subianto Sangat MUMPUNI di KANCAH Internasional Penuturan Bahasa Inggris TANPA TEKS jg tanpa I Pad Sangat FASIH mampu meyakinkan pemimpin2 DUNIA / tdk malu2 in BANGSA Indonesia krn beliau Besar Skolah di Jerman, Prancis, Inggris, dll..,dr Segi Ekonomi beliau Sangat Menguasai sbb beliau Pebisnis Sukses Migas dll di lahirkan ke muka bumi ini Dr Putra Begawan Ekonomi Sumitro Djojohadikusumo, cucu Pahlawan Raden Margono pendiri Bank BNI bnyak lg Jam TERBANG Beliau, maka nya beliau tau uang Negara itu BOCOR tp di Ejek2 di HINA2.. BOCOR2 krn yg Menghina Beliau, komplotan on ta dn komplotan ke bo barisan sakit hati para pecundang RT 16 RW 24 yg hati nya Bu suk di penuhi ib Lis see taan trsbut 👈🤮

Prabowo sangat Menguasai Strategi Militer, Geografi Teritorial Kedaulatan Negara Kesatuan Republik Indonesia Raya yg beliau sangat CINTA i ini .. bahwa Republik Indonesia di Kepung negara2 COMMONWEALTH jg Teritorial Natuna, Ambalat dll biar tdk ada yg berani coba-coba mengOBOK2 kedaulatan NKRI.. hanya yg CERDAS yg PAHAM dgn smua SUSUN ATUR KETIKAN BAHASA saya ini kcuali geng2 ke bo dan geng2 on ta trsbut 👈


Yg omon omon itu yaman pelaku korupsi formula E dan janggar pelaku korupsi e KTP bntr lg masuk bui 🤮🤮🤮🤮🤮

Berani SUMPAH 7 keturunan yg nyinyir kejang2 kelojotan baca smua cmmnt gue ini yaitu komplotan on ta dan komplotan ke bo barisan sakit hati para pecundang trsbut 👈👎👎

Prabowo - Gibran 2024 -2029 ✊✊💪💪❤️❤️🇮🇩🇮🇩";21 jam yang lalu
@dragilxcom4176;Berita terakhir BYD diganggu ormas... Prioritasnya presiden dimana sih? mau undang investor tapi ormas preman gk kunjung diberantas, kemendagri gk ada suara atau gebrakannya. Jg korupsi berjamaah di birokrasi dan aparat gak ada solusi apapun. Jgn ngimpi2 aja yg masih jauh, belek nutupin mata diberesin dulu.;1 hari yang lalu
@TheFitsan;masih sakit hati ya;22 jam yang lalu
@mypetora;"Sebagai perbandingan, setidaknya saya masih bisa segera bertemu dokter spesialis dengan BPJS di Indonesia. 

Di Canada, saat sakit flu.. untuk ketemu dokter umum saja, baru dapat antrian dua minggu kemudian. Keburu sembuh atau yang lainnya. 

Jadi bersyukurlah dengan BPJS. Sangat membantu, bahkan untuk penyakit2 berat.";21 jam yang lalu
@darahnkri1173;"Kata Almarhum Gus Dur..
Kalo orang yg paling IKHLAS kpd Rakyat Indonesia itu Prabowo + Prabowo akan jd Presiden RI di masa Tua ☝️🇮🇩

Kata Panda Nababan Prabowo satu2 ny Presiden RI yg tanpa campur tangan 9 Naga oligarki Krn biaya nyapres sendiri + di bantu adik dan kluarga ny yg TRILIUNER .. maka nya Prabowo GALAK tdk ada yg berani DIKTE ✊💪🇮🇩

Di Republik ini tdk ada yg bisa men DIKTE sang PATRIOT sejati lebih TNI dr bnyak TNI purn Panglima Komando Strategi Angkatan Darat dan Purn Komandan Jenderal Kopassus Presiden RI ke 8 Haji Prabowo Subianto trsbut ✊💪🇮🇩

Tercatat dlm Sejarah Republik ini Prabowo berkali2 pertaruhkan NYAWA hingga Bbrp x hmpir TERB*NUH ketika di kepung Fretelin bkn hnya PETENTANG PETENTENG di blkg tp angkat senjata di GARDA terdepan demi MERAH PUTIH ❤🇮🇩✊💪

Prabowo bkn level2 gubernur.. beliau jauh lbh UNGGUL dr smua LINI 
Prabowo Subianto Sangat MUMPUNI di KANCAH Internasional Penuturan Bahasa Inggris TANPA TEKS jg tanpa I Pad Sangat FASIH mampu meyakinkan pemimpin2 DUNIA / tdk malu2 in BANGSA Indonesia krn beliau Besar Skolah di Jerman, Prancis, Inggris, dll..,dr Segi Ekonomi beliau Sangat Menguasai sbb beliau Pebisnis Sukses Migas dll di lahirkan ke muka bumi ini Dr Putra Begawan Ekonomi Sumitro Djojohadikusumo, cucu Pahlawan Raden Margono pendiri Bank BNI bnyak lg Jam TERBANG Beliau, maka nya beliau tau uang Negara itu BOCOR tp di Ejek2 di HINA2.. BOCOR2 krn yg Menghina Beliau, komplotan on ta dn komplotan ke bo barisan sakit hati para pecundang RT 16 RW 24 yg hati nya Bu suk di penuhi ib Lis see taan trsbut 👈🤮

Prabowo sangat Menguasai Strategi Militer, Geografi Teritorial Kedaulatan Negara Kesatuan Republik Indonesia Raya yg beliau sangat CINTA i ini .. bahwa Republik Indonesia di Kepung negara2 COMMONWEALTH jg Teritorial Natuna, Ambalat dll biar tdk ada yg berani coba-coba mengOBOK2 kedaulatan NKRI.. hanya yg CERDAS yg PAHAM dgn smua SUSUN ATUR KETIKAN BAHASA saya ini kcuali geng2 ke bo dan geng2 on ta trsbut 👈


Yg omon omon itu yaman pelaku korupsi formula E dan janggar pelaku korupsi e KTP bntr lg masuk bui 🤮🤮🤮🤮🤮

Berani SUMPAH 7 keturunan yg nyinyir kejang2 kelojotan baca smua cmmnt gue ini yaitu komplotan on ta dan komplotan ke bo barisan sakit hati para pecundang trsbut 👈👎👎

Prabowo - Gibran 2024 -2029 ✊✊💪💪❤️❤️🇮🇩🇮🇩";21 jam yang lalu
@aghniabatikfashion6782;@darahnkri1173  ammmiiinn ya allah;20 jam yang lalu
@hotbeat7228; @FathurRosi-q6v  kepercayaan dunia apa toh? Survey kompas kepuasan publik 100 hari Prabowo menjabat koq nyambung kepercayaan dunia.. 🤦;21 jam yang lalu
@FathurRosi-q6v;Lah buktinya Skrang terpilih menjadi pemimpin G20 juga,bagi kaum awam kayak saya itu sangat keren​ @hotbeat7228 ;20 jam yang lalu
@FathurRosi-q6v;​ @hotbeat7228 kompas toh kayak gitu 😊;20 jam yang lalu
@HadiIlham-h7o;Bagaimana dgn ke 10 pemimpin lain seperti perdana menteri Australia, presiden Rusia & yg lainya.ini seperti akal akal Reuter.;1 hari yang lalu
@alirosheno9473;Tetep aja di bilang presiden omon omon sama warga RT 16 dan RT 24 😂;1 hari yang lalu
@yosidaktalo3988;Pintar dong. Berani dong. Ini Membanggakan;1 hari yang lalu
@Ningrat-k3u;Sehat selalu bapak presiden🇮🇩💚💚💚💚💚💚;1 hari yang lalu
@tuantakuromkummis7716;Di era prabowo saya krisis keuangan 😁😁😁. Lahan pekerjaan berkurang;1 hari yang lalu
@95wandijokerJoker;Kren presidinku sehat selalu;1 hari yang lalu
@IndodefenceID;pak presiden gak usah ladenin kaum 16% dan 23% sampai 2029 mereka akan sakit hati terus;1 hari yang lalu
@Alimuddin77-ou4wu;Semoga prabowo sukses juga mensejahterakan seluruh Rakyat Indonesia;1 hari yang lalu
@trikhade6033;Bangga;1 hari yang lalu
@SaNN2210;Walaupun di negara sendiri  di bilang omon² oleh rakyat sendiri tapi beliau tetap fokus kerja😊;1 hari yang lalu
@desyrahayu;Ini sangat luar biasa;1 hari yang lalu
@desyrahayu;Indonesia 1🇮🇩;1 hari yang lalu
@PaulBangun;"PRESIDEN PRABOWO ADALAH PRESIDEN TERBAIK YG PERNAH ADA DI INDONESIA.
GOD BLESS MR PRESIDENT👃👃👃";1 hari yang lalu
@aularindi5679;❤❤❤❤❤pak prabowo;1 hari yang lalu
@bossmuda779-x8o;Congratulations bpk❤❤❤;1 hari yang lalu
@hanasidabutar1850;Selamat untuk presiden Republik Indonesia bapak;1 hari yang lalu
@Ningrat-k3u;akal akal gimana?;1 hari yang lalu
@HadiIlham-h7o;@Ningrat-k3u.bagaimana tdk bila yg tertera hanya 10 lalu yg 10nya mau dikemanakan.;1 hari yang lalu
@arsep1311;Rusia china itu kan negra tertutup, gmn reuter mu survey. Australia perdana menteri memang tdk sepopuler prabowo.;1 hari yang lalu
@HadiIlham-h7o;@arsep1311   populer seperti apa yg dimaksud;23 jam yang lalu
@arsep1311; @HadiIlham-h7o  lah lu gak faham arti popuer di berita ini ? Populer artiny banyak yg membicarakan, dikenal dunia. Lihat saja 6 bln prabowo jd presiden sudah berkunjung ke banyak negara, kepala negara lain jg dtg ke Indonesia membicarakan bisnis dan kerjasama dr jepang, malaysia, turki, vitenam dtg ke Indonesia. Prabowo berhasil dtgkan investasi ratusan Triliun dr luar negeri. Prabowo dapat poin persetujuan 81% ittu dari mana? Yaitu survey dari rakyat Indonesia yg percaya dg dia. Lu tau metode survey kan🤣;23 jam yang lalu
@HadiIlham-h7o;@arsep1311  maaf 1000 maaf, saya melihat & memperhatikan kinerja.bagi saya Prabowo kurang respon & pola pikir yg lamban selama 6 bln ini,tdk satupun yg sdh terealisasi.;23 jam yang lalu
@arsep1311;@HadiIlham-h7o  wkw ya lu aja yg lamban dlm mengikuti kinerja pemerintahan kok nyalahin pemerintah. 🤣;23 jam yang lalu
@HadiIlham-h7o;@arsep1311  bukan menyalahkan , namun seperti itu faktanya.mau sampai kapan...?;23 jam yang lalu
@FathurRosi-q6v;BIARIN AJA 😊;1 hari yang lalu
@Santoso-x2y;Biarin mereka warga masih stress;1 hari yang lalu
@EkoWinaryo-s1s;Karena ,, angin ngak punya ktp ,, 😂😂😂;1 hari yang lalu
@RafaDaniel-i6y;sakit hati karena nyungsep 😂😂😂;23 jam yang lalu
@BruneiBrunei-nb5us;Mafia;1 hari yang lalu
@arsep1311;Ya lu ikut transmigrasi aja bro klo emank butuh kerja;1 hari yang lalu
@tuantakuromkummis7716;@arsep1311  transmigrasi di solo 😁😁;23 jam yang lalu
@BruneiBrunei-nb5us;Mafia;1 hari yang lalu
@RafaDaniel-i6y;komen yg sangat saya sukai, cerdas❤❤❤;23 jam yang lalu
@JokoPurnomo-m4y;Justru banyak yg masuk RSJ 😂😂😂;22 jam yang lalu
@dragilxcom4176;Sedang sibuk kerjakan apa ya?;1 hari yang lalu
@arsep1311;Yg benci Prabowo itu hya 19% dan itu anak abah😂;1 hari yang lalu
@jokosandal2059;Pembencinya agen asing itu;23 jam yang lalu
@darahnkri1173;"Kata Almarhum Gus Dur..
Kalo orang yg paling IKHLAS kpd Rakyat Indonesia itu Prabowo + Prabowo akan jd Presiden RI di masa Tua ☝️🇮🇩

Kata Panda Nababan Prabowo satu2 ny Presiden RI yg tanpa campur tangan 9 Naga oligarki Krn biaya nyapres sendiri + di bantu adik dan kluarga ny yg TRILIUNER .. maka nya Prabowo GALAK tdk ada yg berani DIKTE ✊💪🇮🇩

Di Republik ini tdk ada yg bisa men DIKTE sang PATRIOT sejati lebih TNI dr bnyak TNI purn Panglima Komando Strategi Angkatan Darat dan Purn Komandan Jenderal Kopassus Presiden RI ke 8 Haji Prabowo Subianto trsbut ✊💪🇮🇩

Tercatat dlm Sejarah Republik ini Prabowo berkali2 pertaruhkan NYAWA hingga Bbrp x hmpir TERB*NUH ketika di kepung Fretelin bkn hnya PETENTANG PETENTENG di blkg tp angkat senjata di GARDA terdepan demi MERAH PUTIH ❤🇮🇩✊💪

Prabowo bkn level2 gubernur.. beliau jauh lbh UNGGUL dr smua LINI 
Prabowo Subianto Sangat MUMPUNI di KANCAH Internasional Penuturan Bahasa Inggris TANPA TEKS jg tanpa I Pad Sangat FASIH mampu meyakinkan pemimpin2 DUNIA / tdk malu2 in BANGSA Indonesia krn beliau Besar Skolah di Jerman, Prancis, Inggris, dll..,dr Segi Ekonomi beliau Sangat Menguasai sbb beliau Pebisnis Sukses Migas dll di lahirkan ke muka bumi ini Dr Putra Begawan Ekonomi Sumitro Djojohadikusumo, cucu Pahlawan Raden Margono pendiri Bank BNI bnyak lg Jam TERBANG Beliau, maka nya beliau tau uang Negara itu BOCOR tp di Ejek2 di HINA2.. BOCOR2 krn yg Menghina Beliau, komplotan on ta dn komplotan ke bo barisan sakit hati para pecundang RT 16 RW 24 yg hati nya Bu suk di penuhi ib Lis see taan trsbut 👈🤮

Prabowo sangat Menguasai Strategi Militer, Geografi Teritorial Kedaulatan Negara Kesatuan Republik Indonesia Raya yg beliau sangat CINTA i ini .. bahwa Republik Indonesia di Kepung negara2 COMMONWEALTH jg Teritorial Natuna, Ambalat dll biar tdk ada yg berani coba-coba mengOBOK2 kedaulatan NKRI.. hanya yg CERDAS yg PAHAM dgn smua SUSUN ATUR KETIKAN BAHASA saya ini kcuali geng2 ke bo dan geng2 on ta trsbut 👈


Yg omon omon itu yaman pelaku korupsi formula E dan janggar pelaku korupsi e KTP bntr lg masuk bui 🤮🤮🤮🤮🤮

Berani SUMPAH 7 keturunan yg nyinyir kejang2 kelojotan baca smua cmmnt gue ini yaitu komplotan on ta dan komplotan ke bo barisan sakit hati para pecundang trsbut 👈👎👎

Prabowo - Gibran 2024 -2029 ✊✊💪💪❤️❤️🇮🇩🇮🇩";21 jam yang lalu
@FathurRosi-q6v;Alhamdulillah banget 😊;21 jam yang lalu
@HartonoNdrokilo;👍👍👍;1 hari yang lalu
