Column1;Column2;Column3
@ridlwanyusuf9610;"Kalau bilang menang karena hoki, coba dia suruh main....

Timnas telah bekerja keras berbulan2 untuk hal ini, mereka digempur dari berbagai lini namun masih mampu bertahan tanpa kebobolan... Apakah itu hoky ?😂😂😂";2 minggu yang lalu
@animalandagriculture1439;ini lah bukti indonesia pelatihnya dan  pemainnya sudah cerdas..;2 minggu yang lalu
@FairuzZulkarnaen;"ALHAMDULILLAH.
Gol terjadi setelah supporter kompak mengumandangkan Takbiran Lebaran.❤";2 minggu yang lalu
@marimemasak7;"Siapa yang bilang hoki ... ?? Terlepas dari permainan yg masih kurang .. Mereka sudah bekerja keras dan menang .. 
Kritik boleh .. Menghujan jangan .. Gak ada yang namanya hoki hokian .. Semua terjadi karena tindakan dan kerja keras .. Jangan jadi netizen bacoot kosong ..";2 minggu yang lalu
@DikyHermawan-r8m;Hoki;2 minggu yang lalu
@paisal1515;ini bukan bicara lemenangan tapi yg perlu skema permainan bagus..secara keseluruhan korea masih unggul;2 minggu yang lalu
@nandohanss4542;Cara main ny ga jlas bodooooh;2 minggu yang lalu
@paulusrongre2445;Tidak perlu bermain cantik yg penting bisa menang;2 minggu yang lalu
@IQFootball97;Mierza : ada sosok hitam di depan gua 😮;2 minggu yang lalu
@leonarahmateatea1414;Kagum sama suporter timnas indonesia ada di mana2 di belahan dunia manapun ada.;3 minggu yang lalu
@unromanticromeo;orang pintar kalah sama orang beruntung, go timnas!!;3 minggu yang lalu
@riduanwaoma9274;Harus kita akui kalau korsel lbh bagus mainnya;3 minggu yang lalu
@asmaramin7881;Untuk netizen Kalau bisa komen baik atau diam...;3 minggu yang lalu
@RidwanWan-e7g;Nasib aja kita menang tu.... kuat bertahan.... Cara serangan tumpul... Cara main pon tumpul;3 minggu yang lalu
@karya.muda.interior;hoki, liat shot on goalnya korsel banyak banget, pertanda pertahanan indonesia itu lemah banget. gw juga suka timnas, tapi ini bicara soal fakta.;2 minggu yang lalu (diedit)
@riduanwaoma9274;Berlatih dan tetap semangat indonesia. Aku padamu;3 minggu yang lalu
@RidwanWan-e7g;Jauh berbeda cari main timns kita sama Korea...;3 minggu yang lalu
@sitilatifah928;Lagi2 insting dan naluri gil streker lokal gk ada;3 minggu yang lalu
@ancelende7831;Trlalu exsen dgn kaki kiri nya.utg gol ke 2.blm bs exekusibfinalti;3 minggu yang lalu
@Winnerasbasirait;Simirja kliu ada waktu sengang tonton yg byk liga yg berkelas supaya bertambah ilmu bolanya;3 minggu yang lalu
@ronaldodiyantalu1571;"""Permainan cantik hanya diingat selama 90 menit pertandingan, tetapi kemenangan akan diingat selama-lamanya."" - Jose Mourinho";3 minggu yang lalu
@Ucupgeming-r2n;Kok afc asian qualifiers road to 26 sih min bukan afc u17 asian cup kah??😂😂😂😂;3 minggu yang lalu
@Kimizukagame;Awokawok buzzer bnyk bngt miskin ya ngekritik timnas kita miskin miskin gk ada duit buzzer solusi nya🤑🤑;3 minggu yang lalu
@GoBackToTheGhetto;"KALAH TEKNIK, FISIK, KECEPATAN, dll. Tp kita mental PEJUANG'45.
Ini dia keANEHAN dlm sepak bola.. kalau bola itu bundar??? Yes.. B.U.L.A.T.!! Timnas U17 dikurung habis²an & hampir tak berkutik buat menyerang balik.. PENALTY pun hampir gagal... tp itu dia!! lagi² bola membuktikan kalau dirinya itu B.U.ND.A.R. bisa lari kemana saja... TENDANGAN PENALTY ditepis BOLA mantul balik lagi mendekat ke EVANDRA.. & GOaaaAL.. 1-0 buat Timnas. Sepuluh menit kemudian... TIMNAS U17 spt POLANDIA di PD-2 yg digempur habis²an HITLER JERMAN.. bedanya POLANDIA nyerah & kalah.";3 minggu yang lalu
@ernakimmy7084;Patut apresiasi kiper Indonesia Panji sangat bagus cepat ambil tindakan hebat buat ukur nya yg masih segitu bisa lebih hebat lagi nanti;3 minggu yang lalu (diedit)
@ernakimmy7084;"Evandra keren sih gol nya mantap pantang menyerah 😊Skil bisa diasah lagi mungkin kita memang tertinggal dari segi pembinaan dini wajar msh kalah SKIL tapi ini bisa menang mental dan semangat disiplin itu luar biasa.
China waktu lawan timnas senior kemaren juga pakai taktik ini dan timnas senior kalah karena kurang waspada.";3 minggu yang lalu (diedit)
@bgsoulchannel5191;"Kalo saya liat permainan kemaren sih untuk u17 udah lumayan bagus,  artinya pemain ngikutin instruksi pelatih untuk bertahan dan sesekali menyerang, emang cocok buat lawan tim yg jauh diatas kita...
Walau buruk dipertahanan jg wajar lah, belum cukup pengalaman jg, apalagi ga ada liga usia dikita..
Lagian timnas u17 kita jg dimenit 65/70 jg niat nya mau coba  posisi nyerang tapi ternyata lawannya ya kuat, jadi dilambatin lagi ke posisi bertahan....
Pinternya pemain  korea tuh mereka sengaja nabrak dan ditabrak supaya akselerasi pemain kita terhambat, beberapa kali liat pemain korea berlari ke depan pemain kita saat bermain untuk pasang badan, dan gunain tangan untuk raih depan pundak pemain kita yg hendak akselerasi, kaya udah dilatih gimana cara hambat musuh tanpa pelanggaran....";3 minggu yang lalu
@Idos143;Yg jelas cari menang. Bukan cari permainan;3 minggu yang lalu
@IKRAMLALUMP;Lagi liat timnas korea sparing lawan anak anak Porseni 😂;3 minggu yang lalu
@KANANKIRI88;Malam ini lawan yaman pasti seru dan yakin menang untuk menuju piala dunia;3 minggu yang lalu
@EllyNiron-tq8iz;Tidak ada seni permainan..skil. Goreng bola Tdk ada..gimana bisa berkembang .harus banyak nonton  skil goreng bola alah barat;3 minggu yang lalu
@EllyNiron-tq8iz;Menaang tapi tidak ada pemain yg punya skil goreng bola .gaya lari  nya aja kayak org  lomba lari bebas;3 minggu yang lalu
@ShakaSakhi-nf7ks;Knpa komentatornya harus selalu lokal 😅😅 vibesnya beda njir trs ,klo emng hrs lokal knpa ga coba pake b.inggris aja 😅 bisa d coba siapa tau aja;3 minggu yang lalu
@ShakaSakhi-nf7ks;Dari dulu pemain kita selalu telat dan kurang tenang buat ambil kputusan pas one on one sama kiper lawan. Peluang yg persentasenya besar buat bisa cetak angka malah jadi gagal.. sayang bnget kan jadinya peluang kaya gt susah dpt nya...;3 minggu yang lalu
@choujii;Jgn ditanya korsel dr cara maennya udh mapan tp kurang hoki jebolin gwang indo, indo Ngandelin bertahan dan serangan balik👌dr pada banyak posesion sana sini golin kaga🥱;3 minggu yang lalu
@GunturPrasetyoRomadoni;Mirza jatuh mulu;3 minggu yang lalu
@renndyfauzan341;Amin;3 minggu yang lalu
@RonaldoMatim;No 9 Pemain Tertolol Di Dunia.😂😂;3 minggu yang lalu
@hazwanroyal8572;Takbiran;3 minggu yang lalu
@abbeyraiden8133;No 9 striker lemes;3 minggu yang lalu
@cjzaahid7971;sebenarnya pada latihan apa sih .. bisa nya  mereka suruh main bola .;3 minggu yang lalu
@fajarbintang2149;Kita sering d samakan dg italia,italia g murni counter attack mereka lebih condong bertahan dr pada menyerang agresif itu aja,karea dlm permainan italia mereka oun sering memegang bola dr bawah,dg motor penyerangan andrea Pirlo dan d depan dg totti yg bisa maju mundur ketengah dan kedepan,kalo kita murni counter attack bola selalu d bawah d alirkan langsung kedepan walaupun memang kita sering mencoba memainkan bola dr bawah twpi itu tidak efektif seperti korea,kita ini jauh bandingkan Italia kita sangat minim pemsin tengah yg baik dan depan yg tajam, gol d pertandingan ini d asumsikan banyak gol keberuntungan atau kemenangan keberuntungan,miris sekali padahal tujuan strategi counter attack itu menunggu lawan lengah terlalu fokus dg menyerang karena itu sifat bawaan manusia yg bisa d manfaatkan tinggal nunggu momentumnya dsn gol d pertandingan ini bukan gol keberuntungan atau kemenangan keberuntungan tapi buah dr kesabaran dalsm bertahan! apresiasi gaess pertandingan timnas kita ini wajib d apresiasi walau pun expektasi w timnas kita dididik secara fundamental dalam kemampuan menyerang yg agresif dan baik,sebagai mana layaknya karakter tim tim besar yg selalu offensif d setial laga,tapi alahsil begini ttp kemnangan kita hargai dan kita harus rayakan dan apresiasi!yah memang walhasil siapapun dalam pertandingan itu akhirnya menacri kemenangan 🎉🎉🎉memang timnas Garuda;3 minggu yang lalu
@aswanputra3005;Mau hoki atau gak,yang penting menang wk..wk..wk, Dari pada lu jangankan menang beruntung aja kagak.;3 minggu yang lalu (diedit)
@satirisatiri9465;Yg komen ga baik2 suruh main aja.kalo ga suruh tinggal di negara kamboja aja sono.kelaut aja.brapo timnas.🎉;3 minggu yang lalu
@mentari2675;buzzer si towel, justin, et dan para mafia bola pada ngumpul..;3 minggu yang lalu
@odadingmangoleh1838;lak9a;3 minggu yang lalu
@Gimananegaraini;Heran yg dikomen kalah duel, salah passing kekurangan kita mulu, komenin noh kelemahan korsel gabisa mengkonversi peluang jadi gol, kalah kan mereka jadinya 😂😂;3 minggu yang lalu
@Xridee;Skill individu dan kerjasama tim masih banyak yang harus di perbaiki.. samangat garuda muda;3 minggu yang lalu
@ariduslan2865;Hanya orang-orang yang nggak tau bola yang komentarnya julid, semangat timnas 👍;3 minggu yang lalu
@user-dt8xd7nb3k;🎉🎉🎉❤❤😊;3 minggu yang lalu
@user-dt8xd7nb3k;🎉🎉🎉❤❤😊;3 minggu yang lalu
@ymoriska;Permainan masih jauh dibawah korea Gak kelas;3 minggu yang lalu
@SHION_WG;Indonesia padahal udah bagus dari usia mudanya, tpi sayang pssi nya masih nurut sama pundit2 bola.🤦;3 minggu yang lalu
@bayupermana34;YANG PENTING HASIL AKHIR GAK PENTING MAINNYA KAYAK GIMANA, CONTOH NYA YUNANI PERNAH JUARA EURO MAIN BERTAHAN DAN BISA DI KENANG SEPANJANG MASA,;3 minggu yang lalu
@royan5678;Hujan gempuran Korea;3 minggu yang lalu
@Berkahjayafarm17;Nomor 9 padahal 1lawan 1..dgn kiper lawan..., kenapa gk dishoot langsung dari jarak jauh.. 😡😡;3 minggu yang lalu
@TeguhPrasmono;Striker timnas nomor 9 busuk bngt snjir mainny;3 minggu yang lalu
@TriaAzka-jg1if;Ngapain komenin kelemahan korsel, kalah ataupun menang yang dikibarkan bendera negaranya. Aneh pemahaman lu.;2 minggu yang lalu
@TriaAzka-jg1if;Justru mereka tau bola, makannya sadar kelemahan timnas. Sisanya para bocah anti kritik, yang penting menang, giliran kalah nyalahin wasit sampe pelatih.;2 minggu yang lalu
@odokasma9172;Tuh finalti aja ampir g masuk huh;3 minggu yang lalu
@mantansantri6789;Oh menang pinalti;3 minggu yang lalu
@odokasma9172;Bawa bola ga lama sll di kesalahan sendiri ky blom PD kalo bawa bola sendiri kebingungan;3 minggu yang lalu
@odokasma9172;Masih jauh pemain Indonesia kurang bermutu;3 minggu yang lalu
@Reaksion-691;indonesia memang joss...  walau tdk diunggulkan.;3 minggu yang lalu
@mumucjdw8975;Skor akhir yang cantik dan indah;3 minggu yang lalu
@vanroots;Menang hoki kocak,dari awal sampe akhir digempur habis habisan. Dapet pinalti pun hampir ga goll;3 minggu yang lalu
@abdulwitaAthaya;Yang penting menang dan dapet 3 poin titik, terserah mau mainnya gmn , hasil akhir yg penting;3 minggu yang lalu
@AhmadMulyadi-w6z;"Kata pelatih kelas dunia  Jose Mourinho 
Main ga perlu bagus yang penting menang 
Karena yang di ingat yang menang";3 minggu yang lalu
@aryabasin7178;Salpok ada yg takbiran;3 minggu yang lalu
@anggrifitri8144;Masih berbau mental tempe;3 minggu yang lalu
@lambeturahlite3113;"😂seneng liat spartanya anak2 muda kita..
keren langsung 3poin";3 minggu yang lalu
@Firmansyah-fv3yh;Para buzzer yg mengkririk kadang;3 minggu yang lalu
@bahtiarrifai4150;gila tim korsel mainnya udh kaya senior;3 minggu yang lalu
@fikrzivdamr2153;Main bola itu targetnya menang. Strateginya terserah....klu strategi menyerang TDK gol berarti hebat pertahanan dan yg menyerang blm hebat.;3 minggu yang lalu
@abdulwahid-tv3yj;ibarat perang.. mereka kalah taktik dan amunisi.. serangan bertubi-tubi dengan sabar di tangkis dengan sekuat tenaga.. dan akhirnya berhasil mencuri poin;3 minggu yang lalu
@cupita123;Latihan tendangan finalti diperbanyak Agar tidak gugup  di depan kiper;3 minggu yang lalu
@tripambudi4580;Mau komen apapun. Nyatanya Indonesia menang vs Korea. 1-0. Itu resmi dan sah..;3 minggu yang lalu
@RohimiRohim-v5s;"Mental mble firza.. Tendangan pinalti jlek... Menang beruntung
Nanti lihat aja pertandingan ke dua  pasti keok";3 minggu yang lalu
@evelinesaedasa8819;"Saran saya

1. Badan harus tinggi
    Contoh korsel dan cina
2. Fisik dikuatkan
    Saat beradu fisik tidak kalah
3. Lari harus ditambah cepat
4. Gocekan sudah ok
     Tambah lagi filingnya
5. Kiper Dafa sudah bagus
    Tambah jam mainnya
     Filingnya sudah sangat ok
6. Kerjasama team tambah
7.  JAMIN BIAYA HIDUP PARA
     PEMAIN, AGAR MASA
     TUANYA TIDAK SUSAH
     KASIH RUMAH
     GAJI TINGGI
     BONUS
     UANG PENSIUN
     DLL
     AGAR MEREKA FOKUS
     BOLA SAJA
     LOYALITASNYA TINGGI";3 minggu yang lalu
@alwialamsyah4779;Walaupun menang tapi harus diakui Ball posesion dan skill individu lebih unggul Timnas Korea Selatan;3 minggu yang lalu
@Igoungungun;Ini sih sdh hal yg sgt bgs utk sbh team,,, saran nya ada lh, gmn cr nya tim ini bs jd team work, bkn skdr team pemain, tp jg pendukung termsk kita sbg netizen,mari jd pengkritik yg membangun, utk sepak bola indonesia❤❤❤;3 minggu yang lalu
@MasseKinayang;permainan juga butuh keberuntungan. ga butuh main cantik...3 poin lebih cantik❤❤❤;3 minggu yang lalu
@harwanto74;Semoga Ratnaoratmangun, marselino, Rafles srtruikmain blunder, harus diganti demi 3poin;3 minggu yang lalu
@Igoungungun;Ini sih sdh hal yg sgt bgs utk sbh team,,, saran nya ada lh, gmn cr nya tim ini bs jd team work, bkn skdr team pemain, tp jg pendukung ternak kita sbg netizen;3 minggu yang lalu
@Igoungungun;Ya koment itu bagus, tp berkelas donk, setidaknya kritikan buat ngebangun, klu cmn kritik pedas tp gak bisa ksh saran yg baik, mending diam aja sih, jd nya penonton yg baik,,, 😂😂😂;3 minggu yang lalu
@SeptianNurdiyatna;Maen indo jlek amat peluang di sia in aduh pasing sembrwut;3 minggu yang lalu
@aghitadityas1;I love you supporter timnas ❤;3 minggu yang lalu
@adeerma8617;Awal yg baikkk,,,, lanjut kannn,, ❤❤;3 minggu yang lalu
@ahidahid2750;kontrol ball lepas, passing salah, shooting melambung, man to man ama kiper kaga goal, gini mau percaya lokal pride, berat bro berat, level mereka bukan asia jujur aja, asean pun mungkin ketemu thai sama nguyen kalah kelas ini. So, gak ada salahnya ambil keturunan;3 minggu yang lalu
@adeerma8617;Kasih komen n support yg membangun dong, biar jd do'a,,, ayooo maju trs nak,,,, smoga permainan n pede kalian semakin bagus,, smangaattttt ❤❤;3 minggu yang lalu
@KurniaSoni;Bravo Garuda Muda kamu pasti Menang, Ayo dukung terus garuda muda kepakakkan sayapmu setinggi mungkin. Kalau menang tetap selalu mendukungmu.;3 minggu yang lalu
@rakahoam4668;🚩🏳🔴⚪😚🤩🤩🤩🤩😍🥰😇😊;3 minggu yang lalu
@avaaronchannel7948;Mourinho pelatih dunia jga parkir bis,,;3 minggu yang lalu
@achmadhasannudin517;"Strategi rapi korsel mudah terbaca 
Permainan kocak timnas tak terduga 😂";3 minggu yang lalu
@Btm406;Permainan penguasaan bola jelaslah Korea Selatan ,Indonesia menang nasip. Untuk pelatih mari lihat kualitas pemainmu dan tingkatkan lagi agar permainan Timnas U-17 kian bagus;3 minggu yang lalu
@Dana-k7x;Korsel menang segalanya cuma apes sial ,,, indonesia nasib mujur ya bgitulah bola bukan matematika;3 minggu yang lalu
@Dana-k7x;Nendang pinalti bocah blagu mu bnyk gaya udah gitu gagal untung aja bs   Nyamber bola jdi gol;3 minggu yang lalu (diedit)
@Wahyudi-t1b;Gobelok satu lawan satu GK bisa ngegulin;3 minggu yang lalu
@AhmadMuslihun-bp3fg;Alhamdulillah🇮🇩🇮🇩🇮🇩🇮🇩 3 poin insyaallah lolos;3 minggu yang lalu
@KurniaSoni;Kalah menang Aku selalu mendukungmu. Hebat.. Hebat;3 minggu yang lalu
@AgusWibowo-c4o;Indonesia midonesia;3 minggu yang lalu
@AgusWibowo-c4o;Indonesia midonesia;3 minggu yang lalu
@AgusWibowo-c4o;😅;3 minggu yang lalu
@PraskaHartanto;Jastin dan towel itu babi punya;3 minggu yang lalu
@iPhone14Plus-e5x;Dari segi permainan korsel keren sih cuman dewa hoki belum berpihak saja;3 minggu yang lalu
@muhammadsadli6072;No 17 HARAM😂😂  nama  apaan tu;3 minggu yang lalu
@arifananta1245;Striker lawak mirza;3 minggu yang lalu
@aviffirdausy5870;Kita sadar kalah kualitas, dari segala posisi. Maka bermain open play, bertempur dilapangan tengan bukan pilihan yang baik. Pragmatis memang dipilih untuk meredam semua keunggulan kualitas disemua lini dari pemain korsel. Sepakbola adalah juga tentang bagaimana pelatih tepat menerapkan sebuah strategi;3 minggu yang lalu
@sambers123;Tetap semangat Garuda muda terbaik saat ini🔥🔥🔥🔥🔥🔥🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩😇😇😇😇😇;3 minggu yang lalu
@adhesetiawan4889;"Hanya sekedar masukan untuk timnas u 23..
Kalo ingin sih kaya gini :
1. Kiper : daniel klein, cyrus margono, sev vanderheiden.
2. CB : dion mark, reno muns, jenson shelt, justin hubner, meshal hamzah, kadek arel,iqbal gwijangge,sultan zaky.
RB : tristan goijer, ahmad maulana.
LB : tim gypens, dony tri pamungkas.
CMF/DMF : delano vanderheiden, laurien ulrich, ivar jenner, welber jardim, toni firmansyah.
RWF : miliano jonathans, victor dethan.
LWF : Rafael struick, adrian wibowo.
CF : jens raven, mauro zlstra, ramadhan sananta, hoky caraka. 
Maaf kalo ada salah sebut pemain.";3 minggu yang lalu
@kucingbinal1440;"Korea bermain buruk..
  Percuma menguasai pertandingan.tapi lupa cara mencetak gol 😂😂😂..
   Bravo timnas Indonesia U-17 🇮🇩";3 minggu yang lalu
@rudyanwar9672;Setidaknya kalian menghargai usaha garuda muda, ayo garuda 17 bentangkan lagi sayap mu❤;3 minggu yang lalu
@DaengFadhil;Tiru Italia juara dunia yg jagoan bertahan;3 minggu yang lalu
@ahmadnurhidayat626;"2027 nanti Tim ini akan mengisi Squad U20 cukup pertahankan 10 player saja
GK
Dafa Al Gasemi
DF
Dafa Zaidan, Putu Panji, Matthew Baker, Fabio Azka
MF
Evandra Florasta, Alberto Hengga, Ousmane Maiket Camara
FW
Mierza Firjatullah, Josh Holong

13 Lainnya Naturalisasi kalau mau lolos Piala Dunia U20
GK
Jason Yeo, Tobias Schwarz
DF
Rivas Manuhutu, Geronimo Londar, Lyfe Oldenstam, Liam Effendi Bittner, Giorgio Sowikromo, Quenay Soewarto, Rodrigo Promes, Valentino Promes
MF
Chow Yun Damanik, Jaden de Guzman, Nigel Groenewald, Jismerai Dillema, Demiane Augustine, Kenzo Riedewald, Miles Mathis de Vries, Noah Groeneveld, Jairo Jordan Ramakers
FW
Sjors Lowis Hermsen, Jairo Beerens, Seth Annink, Dean Ijssel de Schepper, Bjorn Edwin Menzo";3 minggu yang lalu
@ErmiSusanti27;main dimana;3 minggu yang lalu
@kakzahra405;Alhamdulillah nak selamat nak ya;3 minggu yang lalu
@emonglensa3090;"Di bom bardir😅
Coba klo serangan Korea akurat.. di bantai dah😅";3 minggu yang lalu
@donnymarbun9324;Bagus bisa menang,tapi penendang penalti kurang pas kurang meyakinkan tidak percaya diri pada saat menendang beruntung bola rebound.;3 minggu yang lalu
@mupidholygan4693;Hoki..;3 minggu yang lalu
@FardanHermansyah;U17 U23 korsel sama aja🗿;3 minggu yang lalu
@budihaspari7883;Takbiran dong😂;3 minggu yang lalu
@yogapermana2162;Maju terus Nova Aryanto.... anggap semua  yg mencemooh kn orang gila;3 minggu yang lalu
@Tanoto_link;Wasitt jjur;3 minggu yang lalu
@askapriatna;Di dalam pertandingan itu yg penting menang🎉;3 minggu yang lalu
@kristianto7712;Knp nggak bisa full layar...;3 minggu yang lalu
@tangkikhulqoul7036;Gk ada sekill sedikit pun...jauh cara permainanya sama Korea...;3 minggu yang lalu
@fachririzkia7319;Menang hoki, keliatan dari kualitas permainannya juga.;3 minggu yang lalu
@arbay8666;"Kritik itu itu memang tujuan untuk membangun.. karena kita sayang sama tim junior ini.. agar semakin berkembang.
Jika kita sebut permainan mereka di pertandingan ini bagus itu munafik artinya..
Jelas hanya semangat juang saja yg membuat mereka bertahan di pertandingan ini..
Dan itu tidak cukup untuk sebuah pertandingan besar..
Berkembang lah Wahai GARUDA MUDA";3 minggu yang lalu
@AryaWinata-y7p;Menang karena hoki. Korsel nyerang terus tanpa goal. Sayang sekali korsel kalah karena kurang beruntung, padahal permainannya bagus;3 minggu yang lalu
@nilgis-y9n;Netizen yang menghujat, coba  main bisa gk..... Jgn coba komentar aj.;3 minggu yang lalu
@aryakamandanu9477;Ia..kalo diliat dari permainan timnas..gol itu memang keberuntungan saja,masih jauh kualitasnya..pesimis buat masuk piala dunia U 17 mah;3 minggu yang lalu
@Mamamia-t6w;Mio mirza🗿;3 minggu yang lalu
@agustriana0887;"Dalam sepakbola atau game ada yg namanya hoki. Nah dalam game  ini indo emng dapat hoki bagus. Akuin aja jgn gengsi. 
Bola kena tiang gawang itu bisa bawa sial. Contohnya di game ini. 
Tapi intinya kalo timnas main tetep dukung terus, kalah menang dan siapapun pelatihnya.";3 minggu yang lalu
@mangjoko6683;Mau parkir bus mau bus numpuk di terminal atau mau parkirpesawat masaboodo peduli setan yang penting dapat poin 3 .. hiduuuup parkir;3 minggu yang lalu
@SultanHasanuddin-k2b;"Taktik oke, perbaiki speed &  body balance nya.
Ketara banget kalah di situ";3 minggu yang lalu
@SeptianaUtami-wy3eb;Mantap garuda muda sukses terus;3 minggu yang lalu
@AAgungGoviChannel;SIAP” KING INDO MENUJU PILDUN 🫵😎🇮🇩🦅;3 minggu yang lalu
@muhammadB08;Next lawan yemen?;3 minggu yang lalu
@yayamardiahchannel8284;Dalam sepak bola sah2 saja dalam meramu tak tik karena tujuan nya menang. Yg penting dalam meraih kemenangan tidak melakukan kecurangan;3 minggu yang lalu
@kuswonoanto7225;No 16 korea namanya haram?;3 minggu yang lalu
@exzalife1757;Wkwkwk afc asian road to 26😅😅😅;3 minggu yang lalu
@irfandglabbang2168;Betul betul timnas garuda diserang  terus, tapi salut dan banga dgn penjaga gawangx  ❤;3 minggu yang lalu
@ejmalhamizannaufal3168;15:50 takbiran😅;3 minggu yang lalu
@ngadimanpratama9503;👍👍;3 minggu yang lalu
@zednayastore;Keren❤U17🎉🎉;3 minggu yang lalu
@lutfihasyim3757;"😂😂😂
Penguasaan Bola, Passing, Teamwork, Skill, Peluang Goal, Shooting Semuanya KALAH KELAS sama KorSel, Kemenangan HOKI🙏😁";3 minggu yang lalu
@lewandowskilewi8757;alhamdulillah menang .walaupun seharusnya bisa 2 goal tetap bersyukur;3 minggu yang lalu
@tracklimit7414;Jangan main bertahan nanti kita menang towel tak suka. Main menyerang walau kalah towel suka😂😂😂😂😂;3 minggu yang lalu
@SupriAdi-bx7fm;Indo esia best sang  juara🏆🏆🏆;3 minggu yang lalu
@Surya28Official;"Kyknya dafa akan jadi kiper lokal yg paling bagus dri semuanya
Tangkapanya lengket truss
Jamping nya juga bagus";3 minggu yang lalu
@briansiregar;ga layak ditonton;3 minggu yang lalu
@Surya28Official;"Dari segi pemain ini masih ceroboh dan panik 
Beberapa peluang korea bermula dari kesakahan umpan pemain indo yg panik";3 minggu yang lalu
@AntonH-j2x;teknik bermain nya Uda ok,tinggal pisik di tingkat kan;3 minggu yang lalu
@vsinulingga;Menit 13 peluang paling bagus .. back korea sudah pasrah. Tapi gagal melawan kiper . Perlu skema  serangan balik seperti ini lebih banyak lagi;3 minggu yang lalu
@EgiBoham;Coach Nova sty nya indo👍👍👍👍;3 minggu yang lalu
@NOBARBola17;Pokoke gas poll u17 coach nova;3 minggu yang lalu
@aqshalbinichsan3907;permain yang hebat adalah pemain yang diimbangi dengan kecerdasan dan kekuatan fisik yang mempuni;3 minggu yang lalu
@rijalusamah7142;😂...masih bnyak...hal2 yg terlalu kurang pasing lepas...dblkang Mlah mainin bola...koreksi lgi...dan berlatih lgi ...namun tetep good job...bravo Garuda mudaku;3 minggu yang lalu
@Arief-w2k;Wel towel anak didik coach sin ngalahin Korea,,,, gmana ini,, kritik dong,,,;3 minggu yang lalu
@andirakatesa315;"Jangan banyak bacot main bagus parkir bus apa segala macem yang penting menang.
Kalau main terbuka udah berapa kosong di bantai sama korea";3 minggu yang lalu
@MuhammadRifqi-rd9xy;menang kalah aku tetap cinta Timnas Indonesia selamat timnas atas kemenangannya bravo Garuda muda Indonesia ❤❤😊;3 minggu yang lalu
@anakjalanan1925;Finishing menjadi problem dr dlu;3 minggu yang lalu
@michaelardi9779;salfok ke wasitnya mengayomi bgt;3 minggu yang lalu
@RealmeCeee4;Mirza yerlalu bidi mestinys otu di tembak di sisi kiper korsel bisa jadi gol cantik.;3 minggu yang lalu
@RealmeCeee4;Tembakkanyg terlalu smbisius dari penyerang timnas indonesia gooly.;3 minggu yang lalu
@RealmeCeee4;Hallo timnas udia17tahun jangan merasa jumaeadulu petjuangau makinberat kedepan cous nova pasang tetus putu panji  dia  pemsin massa depan timnas pengganti rizki rifho nsntinya.;3 minggu yang lalu
@BayuPamungkas-c4i;Apa pun itu taktiknya yg penting kta sdah ngerti cara bermain taktik  pola permainan dripda hrus bermain longball .lari2 gk jelas . Good job indo u17 smoga ini awal kbngkitan garuda muda serta jdi pondasi yg kuat buat masa depan 🔥🔥🔥;3 minggu yang lalu
@nortbethtalas9895;Good job Garuda muda permainan luar biasa yang sudah kau berikan buat kami😊;3 minggu yang lalu
@vandesom9119;Stamina masih low. Latihan fisik harus diperkuat.;3 minggu yang lalu
@IRFANIppang-n9b;Kiper korsel mirip mukanya dengan kubo pemain japan;3 minggu yang lalu
@kurniafishingchanel6577;sepak bola indonesia terlihat kwalitas pemainnya semua sama ... hanya faktor  keberuntungan yg ditunggu....;3 minggu yang lalu
@WulanNefie;Jgn terlalu bangga, kemenangan faktor keberuntungan;3 minggu yang lalu
@robbyhasani5230;"Netizens yg mengecam timnas Indonesia ada 2 golongan :
1. DRAKOR MANIAK 
2. Emak2 yg kasih sign kanan tapi belok ke kiri.";3 minggu yang lalu
@gasgen5718;Karena sejatinya di sepakbola itu tentang skor bukan possesion ball 😅;3 minggu yang lalu
@hrkaofficial;Ga ush dengerin pundit2 sialan yg bisanya cuma mengkritik doank.. Maen boLa yg ptg menang dan bisa LoLos piaLa dunia. ❤🇮🇩;3 minggu yang lalu
@tkizlotypolandia9082;Keberintungan bukan kemenagan 😂;3 minggu yang lalu
@hasrilhaidir4234;Mas iyun sekarang jadi kipernya timnas U17 yah??😂😂;3 minggu yang lalu
@naurafaprast2333;❤ memang Berkelas TimNas Indonesia🎉;3 minggu yang lalu
@muchlismajidchannel;Ngis gua;3 minggu yang lalu
@damaitelekomunikasi2905;Cuma bung towel yg bilang tidak indah;3 minggu yang lalu
@sanjayaliangga7451;Menang sih. Tapi permainan masih beda level dngn korsel. Masih harus banyak berlatih lagi. Semangaat;3 minggu yang lalu
@martin-tc8ns;nyimak;3 minggu yang lalu
@senotejogu2529;𝗨𝗴𝗹𝘆 𝗪𝗶𝗻𝗻𝗲𝗿..... 𝗨 𝗮𝗿𝗲 𝗮𝘄𝗲𝘀𝗼𝗺𝗲 𝘆𝗼𝘂𝗻𝗴 𝗴𝘂𝗻𝘀;3 minggu yang lalu
@HarrisSaputra-l2w;Mirza mirza;3 minggu yang lalu
@zupeer1042;Yang dikenang itu kemenangan bukan main cantik bagaimanapun permainannya yg paling diingat adalah kemenangan....paham ora son....;3 minggu yang lalu
